country,description,points,price,province,region_1,taster_name,title,variety
Italy,"If you've forgotten the flavors of this once super-popular fortified wine from Sicily, it's time to repay a visit to Marsala. Florio's Dry version offers fragrant notes of caramel, candied fruit, maple syrup and citrus peel over a creamy texture. Marsala is often used as a cooking aid, butforget that: try it as an apéritif wine with cubes of Gorgonzola or Roquefort cheese.",87,12.0,Sicily & Sardinia,Marsala,,Florio NV Fine Dry  (Marsala),Catarratto
US,"Merlot (43%) and Cabernet Sauvignon (30%) take the lead on this supremely appealing blend that hails from a who's who selection of vineyards. Notes of black raspberries, currant and milk chocolate come with sweet, luscious fruit flavors.",91,30.0,Washington,Washington,Sean P. Sullivan,Walla Walla Vintners 2012 Washington State Cuvée Red (Washington),Red Blend
France,"Very rich, this is all about structure and pure elegance. Flavors are of fresh white fruits with touches of green pepper, alongside honey, lemon and crisp sweetness. A wine for aging.",94,,Burgundy,Bâtard-Montrachet,Roger Voss,Louis Jadot 2006  Bâtard-Montrachet,Chardonnay
Italy,"Elegant and initially timid, this opens slowly to reveal notes of cinnamon bun, baked cherry, blackberry pie and chopped rosemary. The close is spicy and bright, showing structure and power.",90,,Veneto,Amarone della Valpolicella,,Alpha Zeta 2006  Amarone della Valpolicella,"Corvina, Rondinella, Molinara"
Portugal,"Dominated by the Trincadeira and Aragonez grapes, this is a super-smooth, ripe wine from northeast Alentejo. Oak aging has rounded out the tannins, with generous red fruit driving the palate. Already completely integrated, this wine needs no further aging to be pleasantly enjoyed.",90,,Alentejano,,Roger Voss,Monte da Penha 2009 Reserva Red (Alentejano),Portuguese Red
Chile,"Seems old due to mild vegetal aromas infiltrating the wine's core aromas of banana, vanilla and melon. Still zesty in feel despite 2011 being the current vintage; tastes of mature orange, grapefruit and pith, with lime on the finish. Drink now.",83,9.0,Central Valley,,Michael Schachner,San Elias 2010 Sauvignon Blanc (Central Valley),Sauvignon Blanc
Italy,"Underbrush, dark spice, mature berry and balsamic notes emerge in the glass. The chewy palate doles out juicy Marasca cherry, black raspberry and licorice flavors with a hint of pipe tobacco, while youthfully firm, seasoned tannins provide the framework. Drink 2019–2017.",92,51.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Abbadia Ardenga 2012  Brunello di Montalcino,Sangiovese
Italy,"A new wine from Poggio Antico, Lemartine is a hearty blend of Sangiovese, Cabernet Sauvignon and Petit Verdot that offers intense and pristine aromas of black fruit, spice, rum cake, pepper and black pipe tobacco. It shows both substance and freshness on the long finish.",92,52.0,Tuscany,Toscana,,Poggio Antico 2010 Lemartine Red (Toscana),Red Blend
US,"Upon opening, this intense, fragrant wine seems European in style, with Italian-like nuances of leather, fungus and tobacco. The enticing whiffs give way to a full-flavored palate that offers notes of mixed red fruits, while the finish loses some focus.",89,35.0,Washington,Red Mountain,Paul Gregutt,Ambassador Vineyard 2010 Estate Grown Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon
France,"While there are firm tannins, this wine also has plenty of fresh black currant fruits. Acidity and a crisp texture give it a lift and brightness. Drink this 100% Merlot from 2016 when the tannins have softened.",84,23.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Château Donjon de Bruignac 2013 Premium  (Bordeaux Supérieur),Merlot
Chile,"Spicy aromas of olive, briar patch and raw red fruit set the stage for this punchy, drying wine. This is more fresh and sassy than substantive, with overtones of herb, hard spice and modest peppery fruit.",83,12.0,Colchagua Valley,,Michael Schachner,Apaltagua 2011 Reserva Carmenère (Colchagua Valley),Carmenère
Portugal,"This rich, intense wine has a strong tannic element that is balanced with the red and black berry fruits. There's a burst of acidity, but the main thrust of this wine is structure and concentration.",88,16.0,Tejo,,Roger Voss,Casal da Coelheira 2011 Reserva Red (Tejo),Portuguese Red
Slovenia,"This Riesling from Slovenia is a bit perfumed on the nose with an abundance of white blossoms, baby powder and pink grapefruit aromas, but there's a pleasant, citrusy sweetness and acidity throughout. Medium bodied, it finishes quite dry with a gentle white tea astringency.",86,20.0,Štajerska,,Anna Lee C. Iijima,Verus Vineyards 2009 Riesling (Štajerska),Riesling
France,"This wine is layered with wood that has softened the young fruitiness, adding spice and toast. The wine just keeps the right, juicy side of being too woody. It should be drunk now–2015.",85,18.0,Bordeaux,Médoc,Roger Voss,Château Laffitte Laujac 2011 L de Laffitte Laujac  (Médoc),Bordeaux-style Red Blend
Spain,"Textbook Duero Valley aromas of licorice root, cola, peppery spice, blackberry and vanilla are complete and cover all the bases. While this is medium to full in body and weight, it is racy due to pulsing acidity. Flavors of toasty oak and vanilla are compatible with tart berry and plum fruit, while this is lithe and bolstered by acidity on the finish. Drink through 2027.",90,36.0,Northern Spain,Ribera del Duero,Michael Schachner,Martín Berdugo 2011 MB  (Ribera del Duero),Tempranillo
US,"A clean, brisk Chardonnay made from this small, cool part of Monterey County's Salinas Valley. Shows its region's bright acidity, and also its long hangtime flavors of pineapples, peaches, green apples, limes and minerals. Nothing fancy or showy, just a really nice Chard at a fair price.",88,13.0,California,Arroyo Seco,,Jekel 2008 Gravelstone Chardonnay (Arroyo Seco),Chardonnay
Italy,"Scorched earth, dry underbrush and chopped aromatic herb aromas lift out of the glass. The lean palate is rather evolved, showing dried cherry, espresso and a hint of anise alongside fine-grained tannins.",86,32.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Terralsole 2012  Rosso di Montalcino,Sangiovese
Portugal,"This is a tight, structured wine that shows more tannin than fruit. It has a lean austere character that needs to soften. Acidity at the end does show evidence of red currant and berry fruits. It will certainly be better if drunk after 2017.",85,25.0,Tejo,,Roger Voss,Falua 2012 Tercius Touriga Nacional (Tejo),Touriga Nacional
Italy,"Shows a rich blend of citrus and stone fruits on the nose and on the palate, easily combining grapefruit, passion fruit and nectarines into a cohesive package. Finishes long, with tangy, lip-smacking acids that beg you to give this wine some time in the cellar. It's tasty now, but should be better in 2005.",90,49.0,Northeastern Italy,Venezia Giulia,Joe Czerwinski,Jermann 2001 Vintage Tunina White (Venezia Giulia),White Blend
France,"Lots of apple tones, some rounded, some tart, are coralled into a core of bright, lemony freshness on this simple, refreshing and dry Riesling. This is a lovely, easy and versatile wine with enlivening spikes of acidity.",88,18.0,Alsace,Alsace,Anne Krebiehl MW,Jean-Baptiste Adam 2013 Réserve Riesling (Alsace),Riesling
US,"Simultaneously sweet and smoky aromas from the use of new oak mark this full-bodied wine. The fruit flavors resemble blackberry, the texture is broad and grippy with tannins and the finish is powerful with more oak sensations.",87,41.0,California,Solano County,Jim Gordon,Putah Creek 2011 Cabernet Sauvignon (Solano County),Cabernet Sauvignon
US,"This Cabernet is a guaranteed cellar candidate. It's enormously rich and extracted, with flavors of blackberries, currants, plums and mocha, but finishes firm, dry and tannic. Give it at least four more years in a cellar.",91,56.0,California,Napa Valley,,Silverado 2010 Mt. George Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
Italy,"Here's a polished wine made from a blend of 90% Sangiovese and 10% Cabernet Sauvignon. It offers aromas of red berry, blue flower and cedar with a hint of toasted oak. The concentrated flavors include black cherry, exotic spice and a hint of chocolate. Soft with smoothed tannins, this is already approachable.",89,35.0,Tuscany,Chianti Classico,Kerin O’Keefe,Marchesi Antinori 2009 Marchese Antinori Riserva  (Chianti Classico),Red Blend
US,"Give this Zin extra points for sheer power. The vineyard consists of two parcels in St. Helena that date to the 1930s or earlier. It's a tremendous wine, dry, full-bodied and strong in alcohol, with blackberry, blueberry, red currant, licorice, black pepper and cedar flavors.",92,39.0,California,Napa Valley,,V. Sattui 2011 Quaglia Vineyard Old Vine Zinfandel (Napa Valley),Zinfandel
Italy,Brachetto d'Acqui is a sweet sparkling red wine that would pair with chocolate-based desserts or savory foods such as sliced salami and cold cuts. This expression is packed tight with lively berry fruit.,85,27.0,Piedmont,Brachetto d'Acqui,,Rinaldi 2009 Bricco Rioglio  (Brachetto d'Acqui),Brachetto
Argentina,"Pure, concentrated blackberry and cassis aromas are right on target, as is most of this impressive Malbec that hails from 88-year-old vines. An exuberant palate shows young, bouncy, rubbery tannins, while this tastes complex, with blackberry and plum flavors playing off savory, saucy notes. An everlasting finish says drink all the way through 2027.",94,40.0,Mendoza Province,Mendoza,Michael Schachner,Melipal 2012 Nazarenas Vineyard Malbec (Mendoza),Malbec
US,"This soft, fresh and rose-laden wine spent less than a year in French oak, 40% of it new. Juicy and medium bodied, it builds complexity and texture on the palate, becoming more voluptuous and velvety as it heads into a cinnamon-kissed finish.",92,45.0,California,Russian River Valley,Virginie Boone,Les Belles Collines 2014 Pinot Noir (Russian River Valley),Pinot Noir
US,"Delicious, offering an orchard of oranges and peaches, made even richer with honeysuckle, buttered toast and vanilla notes. Fine acidity makes the flavors bright and clean. The blend is 75% Viognier and 25% Marsanne.",90,28.0,California,Paso Robles,,Calcareous 2008 Viognier-Marsanne (Paso Robles),Viognier-Marsanne
France,"Really candied pink in color, this is an attractive, open and fruity wine. Easy to drink and bright with acidity, it is given a backbone by the Syrah and Cabernet Sauvignon in the blend. Drink now.",85,12.0,Provence,Coteaux d'Aix-en-Provence,Roger Voss,Moncigale 2016 Rosé (Coteaux d'Aix-en-Provence),Rosé
France,"This is a soft, open wine, full of ripe berry fruits and red cherries. There is only the lightest tannin, along with bright acidity, a wine that is so ready to drink.",86,,Beaujolais,Brouilly,Roger Voss,Georges Duboeuf 2009 Sélection  (Brouilly),Gamay
Germany,"Exhilarating tropical perfume leaps from the glass of this intensely aromatic Trockenbeerenauslese. Sweet peach and tangerine flavors are exceptionally concentrated, swathed by caramel and saffron. It's delightfully light in body but lavishly textured, filling the palate with waves of pristine fruit. Stunning already but will improve for decades to come.",96,316.0,Rheingau,,Anna Lee C. Iijima,Domdechant Werner 2015 Hochheimer Domdechaney Trockenbeerenauslese Grosse Lage Riesling (Rheingau),Riesling
New Zealand,"A considerable step up in quality from the basic Yealands Sauvignon Blanc, this offering boasts attractive aromas of white grapefruit and pea tendrils. There's a silky texture and green, grassy elements on the palate, but they never stray too far into vegetal, finishing zesty and clean.",90,25.0,Awatere Valley,,Joe Czerwinski,Yealands 2016 Single Vineyard Sauvignon Blanc (Awatere Valley),Sauvignon Blanc
US,"Zesty lime and floral notes accent penetrating grapefruit flavors on this delicate semidry Riesling. Zippy with acidity and brisk, wet-stone minerality, it's a fabulous find that's exceptionally easy on the wallet.",89,14.0,New York,Finger Lakes,Anna Lee C. Iijima,Red Newt Cellars 2011 Semi-Dry Riesling (Finger Lakes),Riesling
France,"While there is a somewhat meaty edge to this wine, it also has good rich texture. It probably needs time to bring out the full potential of its ripe yellow fruits.",88,48.0,Burgundy,Pouilly-Fuissé,Roger Voss,Bret Brothers 2008 En Carementrant  (Pouilly-Fuissé),Chardonnay
France,"A creamy wine, with fresh acidity touched with spicy wood. It has the comfortable, plump feel of Meursault, but with some crispness. There are good citrus and white fruit flavors, even apricots, and then the acidity leaves a lifted, lively finish.",88,,Burgundy,Meursault,Roger Voss,Albert Bichot 2006 Domaine du Pavillon  (Meursault),Chardonnay
US,"Cutting, fresh apple, lemon and lime reverberate throughout this zesty Chardonnay sparkling wine. The palate is exceptionally fine in texture with a softly mouth-filling mousse. The finish is tinged by a pleasant swathe of green herbs and lime zest.",89,30.0,New York,Finger Lakes,Anna Lee C. Iijima,Atwater 2013 Blanc de Blancs Méthode Champenoise Chardonnay (Finger Lakes),Chardonnay
